🇻🇺,VU,#バヌアツ,Oceania
🇧🇸,BS,#バハマ,America
🇵🇬,PG,パプアニューギニア,Oceania
🇵🇼,PW,#パラオ,Oceania
🇵🇾,PY,パラグアイ,America
🇧🇧,BB,#バルバドス,America
🇵🇸,PS,#パレスチナ,Asia
🇭🇺,HU,ハンガリー,Europe
🇧🇩,BD,バングラデシュ,Asia
🇹🇱,TL,#東ティモール,Asia
🇫🇯,FJ,#フィジー,Oceania
🇵🇭,PH,フィリピン,Asia
🇫🇮,FI,フィンランド,Europe
🇧🇹,BT,ブータン,Asia
🇧🇷,BR,ブラジル,America
🇫🇷,FR,フランス,Europe
🇧🇬,BG,ブルガリア,Europe
🇧🇫,BF,ブルキナファソ,Africa
🇧🇳,BN,#ブルネイ,Asia
🇧🇮,BI,ブルンジ,Africa
🇻🇳,VN,ベトナム,Asia
🇧🇯,BJ,ベナン,Africa
🇻🇪,VE,ベネズエラ,America
🇧🇾,BY,ベラルーシ,Europe
🇧🇿,BZ,ベリーズ,America
🇵🇪,PE,ペルー,America
🇧🇪,BE,ベルギー,Europe
🇵🇱,PL,ポーランド,Europe
🇧🇦,BA,ボスニア・ヘルツェゴビナ,Europe
🇧🇼,BW,ボツワナ,Africa
🇧🇴,BO,ボリビア,America
🇵🇹,PT,ポルトガル,Europe
🇭🇳,HN,ホンジュラス,America
🇲🇭,MH,#マーシャル諸島,Oceania
🇲🇬,MG,マダガスカル,Africa
🇲🇼,MW,マラウイ,Africa
🇲🇱,ML,マリ,Africa
🇲🇹,MT,#マルタ,Europe
🇲🇾,MY,マレーシア,Asia
🇫🇲,FM,#ミクロネシア連邦,Oceania
🇿🇦,ZA,南アフリカ共和国,Africa
🇸🇸,SS,南スーダン,Africa
🇲🇲,MM,ミャンマー,Asia
🇲🇽,MX,メキシコ,America
🇲🇺,MU,#モーリシャス,Africa
🇲🇷,MR,モーリタニア,Africa
🇲🇿,MZ,モザンビーク,Africa
🇲🇨,MC,#モナコ,Europe
🇲🇻,MV,#モルディブ,Asia
🇲🇩,MD,モルドバ,Europe
🇲🇦,MA,モロッコ,Africa
🇲🇳,MN,モンゴル,Asia
🇲🇪,ME,#モンテネグロ,Europe
🇯🇴,JO,ヨルダン,Asia
🇱🇦,LA,ラオス,Asia
🇱🇻,LV,ラトビア,Europe
🇱🇹,LT,リトアニア,Europe
🇱🇾,LY,リビア,Africa
🇱🇮,LI,#リヒテンシュタイン,Europe
🇱🇷,LR,リベリア,Africa
🇷🇴,RO,ルーマニア,Europe
🇱🇺,LU,#ルクセンブルク,Europe
🇷🇼,RW,ルワンダ,Africa
🇱🇸,LS,レソト,Africa
🇱🇧,LB,#レバノン,Asia
🇷🇺,RU,ロシア,Europe
